id,resume_text_256,jd_text_128,job_family,seniority,advance
RS01577,"1+ years experience; key skills: python, statistics, pytest, spring, react, planning, bash, selenium. Delivered projects with focus on bash and collaboration. Comfortable with code reviews.","We are hiring a Junior Data professional. Must have: python, sql, statistics. Nice to have: tableau, etl.",Data,Junior,1
RS01578,"4+ years experience; key skills: sql, aws, planning, regression, testing. Delivered projects with focus on testing and collaboration. Comfortable with code reviews.","We are hiring a Mid QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: selenium, regression.",QA,Mid,0
RS01579,"5+ years experience; key skills: sql, statistics, stakeholders, test-cases, typescript, planning. Delivered projects with focus on test-cases and collaboration. Comfortable with agile.","We are hiring a Senior Data professional. Must have: python, sql, statistics. Nice to have: aws, pandas.",Data,Senior,1
RS01580,"8+ years experience; key skills: ci/cd, containers, cypress, html, javascript. Delivered projects with focus on cypress and collaboration. Comfortable with scrum.","We are hiring a Senior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: monitoring, bash.",DevOps,Senior,1
RS01581,"8+ years experience; key skills: rest, databases, java, postgres, python, scrum. Delivered projects with focus on python and collaboration. Comfortable with scrum.","We are hiring a Senior Backend professional. Must have: java, rest, databases. Nice to have: microservices, postgres.",Backend,Senior,1
RS01582,"0+ years experience; key skills: ci/cd, linux, containers, docker, planning, test-cases, sql, postgres. Delivered projects with focus on test-cases and collaboration. Comfortable with documentation.","We are hiring a Junior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: terraform, bash.",DevOps,Junior,1
RS01583,"8+ years experience; key skills: api-testing, numpy, etl, communication. Delivered projects with focus on api-testing and collaboration. Comfortable with scrum.","We are hiring a Senior PM professional. Must have: requirements, planning, stakeholders. Nice to have: communication, agile.",PM,Senior,0
RS01584,"1+ years experience; key skills: javascript, html, css, webpack, test-cases, selenium, react, statistics, numpy. Delivered projects with focus on statistics and collaboration. Comfortable with documentation.","We are hiring a Junior Frontend professional. Must have: javascript, html, css. Nice to have: webpack, ui.",Frontend,Junior,1
RS01585,"2+ years experience; key skills: databases, rest, ci/cd, test-cases, webpack, postgres, selenium. Delivered projects with focus on selenium and collaboration. Comfortable with documentation.","We are hiring a Mid Backend professional. Must have: java, rest, databases. Nice to have: microservices, kafka.",Backend,Mid,1
RS01586,"1+ years experience; key skills: testing, test-cases, bug-tracking, spring, docker, requirements. Delivered projects with focus on requirements and collaboration. Comfortable with documentation.","We are hiring a Junior QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: api-testing, selenium.",QA,Junior,1
RS01587,"5+ years experience; key skills: statistics, python, cypress, webpack, containers. Delivered projects with focus on containers and collaboration. Comfortable with code reviews.","We are hiring a Senior Data professional. Must have: python, sql, statistics. Nice to have: etl, scikit-learn.",Data,Senior,1
RS01588,"6+ years experience; key skills: containers, linux, ci/cd, javascript, testing, stakeholders, planning. Delivered projects with focus on javascript and collaboration. Comfortable with code reviews.","We are hiring a Senior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: bash, kubernetes.",DevOps,Senior,1
RS01589,"10+ years experience; key skills: css, spring, microservices, webpack, regression, pandas. Delivered projects with focus on regression and collaboration. Comfortable with documentation.","We are hiring a Senior Frontend professional. Must have: javascript, html, css. Nice to have: ui, webpack.",Frontend,Senior,0
RS01590,"10+ years experience; key skills: databases, metrics, java, docker, postgres, numpy, spring. Delivered projects with focus on metrics and collaboration. Comfortable with scrum.","We are hiring a Senior Backend professional. Must have: java, rest, databases. Nice to have: postgres, kafka.",Backend,Senior,0
RS01591,"4+ years experience; key skills: html, agile, scikit-learn, metrics, postgres, kafka. Delivered projects with focus on kafka and collaboration. Comfortable with agile.","We are hiring a Mid Frontend professional. Must have: javascript, html, css. Nice to have: accessibility, webpack.",Frontend,Mid,0
RS01592,"5+ years experience; key skills: containers, linux, python, databases, scrum, docker, aws, communication. Delivered projects with focus on aws and collaboration. Comfortable with documentation.","We are hiring a Mid DevOps professional. Must have: linux, ci/cd, containers. Nice to have: aws, bash.",DevOps,Mid,1
RS01593,"10+ years experience; key skills: planning, stakeholders, metrics, tableau, linux, typescript, agile. Delivered projects with focus on tableau and collaboration. Comfortable with agile.","We are hiring a Senior PM professional. Must have: requirements, planning, stakeholders. Nice to have: backlog, agile.",PM,Senior,1
RS01594,"3+ years experience; key skills: ci/cd, statistics, typescript, terraform, bash, sql, java. Delivered projects with focus on sql and collaboration. Comfortable with documentation.","We are hiring a Mid DevOps professional. Must have: linux, ci/cd, containers. Nice to have: terraform, bash.",DevOps,Mid,0
RS01595,"0+ years experience; key skills: planning, requirements, stakeholders, jira, bug-tracking, typescript, accessibility. Delivered projects with focus on typescript and collaboration. Comfortable with agile.","We are hiring a Junior PM professional. Must have: requirements, planning, stakeholders. Nice to have: roadmap, backlog.",PM,Junior,1
RS01596,"3+ years experience; key skills: etl, html, roadmap. Delivered projects with focus on html and collaboration. Comfortable with code reviews.","We are hiring a Mid Data professional. Must have: python, sql, statistics. Nice to have: aws, tableau.",Data,Mid,0
RS01597,"1+ years experience; key skills: bug-tracking, testing, numpy, planning, stakeholders, microservices, ci/cd, jira. Delivered projects with focus on planning and collaboration. Comfortable with scrum.","We are hiring a Junior QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: api-testing, cypress.",QA,Junior,1
RS01598,"0+ years experience; key skills: sql, databases, monitoring, selenium, spring, bash. Delivered projects with focus on monitoring and collaboration. Comfortable with scrum.","We are hiring a Junior Data professional. Must have: python, sql, statistics. Nice to have: scikit-learn, pandas.",Data,Junior,0
RS01599,"7+ years experience; key skills: containers, linux, ci/cd, bash, microservices, terraform, python, scikit-learn, kubernetes. Delivered projects with focus on bash and collaboration. Comfortable with documentation.","We are hiring a Senior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: aws, monitoring.",DevOps,Senior,1
RS01600,"10+ years experience; key skills: rest, monitoring, pytest, sql, test-cases. Delivered projects with focus on monitoring and collaboration. Comfortable with documentation.","We are hiring a Senior Backend professional. Must have: java, rest, databases. Nice to have: microservices, docker.",Backend,Senior,0
RS01601,"0+ years experience; key skills: java, rest, cypress, ui, html. Delivered projects with focus on cypress and collaboration. Comfortable with code reviews.","We are hiring a Junior Backend professional. Must have: java, rest, databases. Nice to have: aws, spring.",Backend,Junior,1
RS01602,"1+ years experience; key skills: ci/cd, containers, aws, postgres, stakeholders, microservices, pytest. Delivered projects with focus on microservices and collaboration. Comfortable with scrum.","We are hiring a Junior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: terraform, aws.",DevOps,Junior,1
RS01603,"2+ years experience; key skills: python, statistics, kafka, test-cases, stakeholders, spring, kubernetes, rest. Delivered projects with focus on rest and collaboration. Comfortable with agile.","We are hiring a Junior Data professional. Must have: python, sql, statistics. Nice to have: etl, pandas.",Data,Junior,1
RS01604,"6+ years experience; key skills: sql, python, regression, pandas, spring, kafka, tableau. Delivered projects with focus on kafka and collaboration. Comfortable with agile.","We are hiring a Senior Data professional. Must have: python, sql, statistics. Nice to have: scikit-learn, pandas.",Data,Senior,1
RS01605,"3+ years experience; key skills: ci/cd, linux, testing, css, postgres, regression, bash. Delivered projects with focus on bash and collaboration. Comfortable with documentation.","We are hiring a Mid DevOps professional. Must have: linux, ci/cd, containers. Nice to have: aws, monitoring.",DevOps,Mid,1
RS01606,"9+ years experience; key skills: bug-tracking, typescript, planning, javascript. Delivered projects with focus on javascript and collaboration. Comfortable with scrum.","We are hiring a Senior QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: api-testing, regression.",QA,Senior,0
RS01607,"8+ years experience; key skills: selenium, rest, docker, tableau. Delivered projects with focus on rest and collaboration. Comfortable with code reviews.","We are hiring a Senior Backend professional. Must have: java, rest, databases. Nice to have: spring, aws.",Backend,Senior,0
RS01608,"2+ years experience; key skills: java, databases, rest, ui, linux, html, test-cases. Delivered projects with focus on html and collaboration. Comfortable with code reviews.","We are hiring a Mid Backend professional. Must have: java, rest, databases. Nice to have: kafka, aws.",Backend,Mid,1
RS01609,"2+ years experience; key skills: tableau, linux, rest, scrum. Delivered projects with focus on tableau and collaboration. Comfortable with agile.","We are hiring a Mid PM professional. Must have: requirements, planning, stakeholders. Nice to have: metrics, scrum.",PM,Mid,0
RS01610,"3+ years experience; key skills: html, css, metrics, python, docker. Delivered projects with focus on docker and collaboration. Comfortable with documentation.","We are hiring a Mid Frontend professional. Must have: javascript, html, css. Nice to have: testing, typescript.",Frontend,Mid,1
RS01611,"0+ years experience; key skills: planning, requirements, stakeholders, scikit-learn, microservices, kafka, pandas, numpy, scrum. Delivered projects with focus on scrum and collaboration. Comfortable with documentation.","We are hiring a Junior PM professional. Must have: requirements, planning, stakeholders. Nice to have: metrics, scrum.",PM,Junior,1
RS01612,"2+ years experience; key skills: python, sql, statistics, jira, kubernetes, pandas, requirements. Delivered projects with focus on pandas and collaboration. Comfortable with code reviews.","We are hiring a Junior Data professional. Must have: python, sql, statistics. Nice to have: tableau, scikit-learn.",Data,Junior,1
RS01613,"6+ years experience; key skills: numpy, requirements, react, agile, cypress. Delivered projects with focus on react and collaboration. Comfortable with scrum.","We are hiring a Senior QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: api-testing, selenium.",QA,Senior,0
RS01614,"2+ years experience; key skills: bug-tracking, cypress, communication, selenium, react, kubernetes. Delivered projects with focus on react and collaboration. Comfortable with documentation.","We are hiring a Junior QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: pytest, cypress.",QA,Junior,0
RS01615,"5+ years experience; key skills: html, javascript, databases, tableau, selenium, statistics, aws. Delivered projects with focus on statistics and collaboration. Comfortable with agile.","We are hiring a Mid Frontend professional. Must have: javascript, html, css. Nice to have: typescript, accessibility.",Frontend,Mid,1
RS01616,"8+ years experience; key skills: agile, kubernetes, java, api-testing, pytest. Delivered projects with focus on java and collaboration. Comfortable with documentation.","We are hiring a Senior Frontend professional. Must have: javascript, html, css. Nice to have: typescript, accessibility.",Frontend,Senior,0
RS01617,"1+ years experience; key skills: statistics, python, scikit-learn, metrics, react, roadmap. Delivered projects with focus on react and collaboration. Comfortable with scrum.","We are hiring a Junior Data professional. Must have: python, sql, statistics. Nice to have: etl, numpy.",Data,Junior,1
RS01618,"10+ years experience; key skills: linux, containers, python, rest, typescript, terraform, aws, test-cases. Delivered projects with focus on aws and collaboration. Comfortable with agile.","We are hiring a Senior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: aws, docker.",DevOps,Senior,1
RS01619,"5+ years experience; key skills: communication, selenium, spring. Delivered projects with focus on communication and collaboration. Comfortable with code reviews.","We are hiring a Mid Backend professional. Must have: java, rest, databases. Nice to have: kafka, spring.",Backend,Mid,0
RS01620,"0+ years experience; key skills: statistics, python, sql, cypress, typescript, css, tableau. Delivered projects with focus on typescript and collaboration. Comfortable with documentation.","We are hiring a Junior Data professional. Must have: python, sql, statistics. Nice to have: numpy, pandas.",Data,Junior,1
RS01621,"0+ years experience; key skills: containers, linux, java, webpack, selenium, docker, agile. Delivered projects with focus on webpack and collaboration. Comfortable with scrum.","We are hiring a Junior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: kubernetes, monitoring.",DevOps,Junior,1
RS01622,"3+ years experience; key skills: sql, testing, ci/cd, python, databases, cypress, stakeholders. Delivered projects with focus on stakeholders and collaboration. Comfortable with agile.","We are hiring a Mid Data professional. Must have: python, sql, statistics. Nice to have: aws, pandas.",Data,Mid,0
RS01623,"2+ years experience; key skills: requirements, pytest, backlog, containers, cypress, webpack, react. Delivered projects with focus on webpack and collaboration. Comfortable with agile.","We are hiring a Mid PM professional. Must have: requirements, planning, stakeholders. Nice to have: roadmap, metrics.",PM,Mid,0
RS01624,"2+ years experience; key skills: docker, etl, communication, containers, api-testing. Delivered projects with focus on api-testing and collaboration. Comfortable with scrum.","We are hiring a Junior Backend professional. Must have: java, rest, databases. Nice to have: postgres, docker.",Backend,Junior,0
RS01625,"2+ years experience; key skills: css, cypress, tableau, roadmap, requirements, typescript, typescript. Delivered projects with focus on requirements and collaboration. Comfortable with agile.","We are hiring a Junior Frontend professional. Must have: javascript, html, css. Nice to have: typescript, accessibility.",Frontend,Junior,0
RS01626,"2+ years experience; key skills: testing, test-cases, pytest, planning, numpy, accessibility. Delivered projects with focus on numpy and collaboration. Comfortable with scrum.","We are hiring a Mid QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: pytest, selenium.",QA,Mid,1
RS01627,"8+ years experience; key skills: css, ui, agile, pandas, python, scikit-learn. Delivered projects with focus on python and collaboration. Comfortable with documentation.","We are hiring a Senior Frontend professional. Must have: javascript, html, css. Nice to have: react, ui.",Frontend,Senior,0
RS01628,"2+ years experience; key skills: bug-tracking, testing, api-testing, microservices, planning, selenium, api-testing, bash. Delivered projects with focus on selenium and collaboration. Comfortable with agile.","We are hiring a Junior QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: pytest, jira.",QA,Junior,1
RS01629,"4+ years experience; key skills: linux, ci/cd, containers, docker, testing, javascript, tableau, metrics. Delivered projects with focus on javascript and collaboration. Comfortable with documentation.","We are hiring a Mid DevOps professional. Must have: linux, ci/cd, containers. Nice to have: terraform, kubernetes.",DevOps,Mid,1
RS01630,"2+ years experience; key skills: testing, bug-tracking, cypress, javascript, aws, terraform. Delivered projects with focus on javascript and collaboration. Comfortable with code reviews.","We are hiring a Mid QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: cypress, selenium.",QA,Mid,1
RS01631,"5+ years experience; key skills: containers, linux, planning, terraform, bug-tracking, stakeholders. Delivered projects with focus on terraform and collaboration. Comfortable with scrum.","We are hiring a Senior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: bash, terraform.",DevOps,Senior,0
RS01632,"2+ years experience; key skills: python, sql, tableau, stakeholders, scrum, ci/cd. Delivered projects with focus on ci/cd and collaboration. Comfortable with code reviews.","We are hiring a Junior Data professional. Must have: python, sql, statistics. Nice to have: pandas, numpy.",Data,Junior,1
RS01633,"9+ years experience; key skills: javascript, html, spring, ui, scrum. Delivered projects with focus on ui and collaboration. Comfortable with code reviews.","We are hiring a Senior Frontend professional. Must have: javascript, html, css. Nice to have: testing, react.",Frontend,Senior,1
RS01634,"1+ years experience; key skills: linux, ci/cd, java, scrum, python, selenium, etl. Delivered projects with focus on java and collaboration. Comfortable with documentation.","We are hiring a Junior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: bash, aws.",DevOps,Junior,1
RS01635,"2+ years experience; key skills: ci/cd, linux, bash, pandas, kubernetes, numpy, backlog, java. Delivered projects with focus on java and collaboration. Comfortable with documentation.","We are hiring a Junior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: docker, terraform.",DevOps,Junior,1
RS01636,"0+ years experience; key skills: ci/cd, containers, accessibility, docker, react. Delivered projects with focus on react and collaboration. Comfortable with agile.","We are hiring a Junior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: docker, terraform.",DevOps,Junior,1
RS01637,"5+ years experience; key skills: statistics, sql, numpy, jira, regression, databases. Delivered projects with focus on regression and collaboration. Comfortable with documentation.","We are hiring a Senior Data professional. Must have: python, sql, statistics. Nice to have: scikit-learn, etl.",Data,Senior,1
RS01638,"8+ years experience; key skills: containers, linux, ci/cd, numpy, testing, kubernetes. Delivered projects with focus on numpy and collaboration. Comfortable with agile.","We are hiring a Senior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: kubernetes, bash.",DevOps,Senior,1
RS01639,"5+ years experience; key skills: databases, rest, java, css, communication, statistics. Delivered projects with focus on communication and collaboration. Comfortable with scrum.","We are hiring a Mid Backend professional. Must have: java, rest, databases. Nice to have: microservices, aws.",Backend,Mid,1
RS01640,"6+ years experience; key skills: requirements, stakeholders, jira, terraform, bash. Delivered projects with focus on jira and collaboration. Comfortable with code reviews.","We are hiring a Senior PM professional. Must have: requirements, planning, stakeholders. Nice to have: backlog, scrum.",PM,Senior,1
RS01641,"2+ years experience; key skills: rest, java, numpy, scikit-learn, spring. Delivered projects with focus on numpy and collaboration. Comfortable with code reviews.","We are hiring a Mid Backend professional. Must have: java, rest, databases. Nice to have: spring, docker.",Backend,Mid,1
RS01642,"3+ years experience; key skills: ci/cd, css, sql, communication, linux. Delivered projects with focus on sql and collaboration. Comfortable with documentation.","We are hiring a Mid DevOps professional. Must have: linux, ci/cd, containers. Nice to have: kubernetes, terraform.",DevOps,Mid,0
RS01643,"2+ years experience; key skills: css, javascript, postgres, etl, numpy, bug-tracking, selenium. Delivered projects with focus on numpy and collaboration. Comfortable with scrum.","We are hiring a Mid Frontend professional. Must have: javascript, html, css. Nice to have: react, accessibility.",Frontend,Mid,1
RS01644,"4+ years experience; key skills: containers, linux, requirements, planning, api-testing, webpack, terraform. Delivered projects with focus on webpack and collaboration. Comfortable with agile.","We are hiring a Mid DevOps professional. Must have: linux, ci/cd, containers. Nice to have: docker, aws.",DevOps,Mid,1
RS01645,"8+ years experience; key skills: containers, linux, react, java, testing. Delivered projects with focus on java and collaboration. Comfortable with agile.","We are hiring a Senior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: docker, kubernetes.",DevOps,Senior,1
RS01646,"2+ years experience; key skills: stakeholders, planning, backlog, kafka, test-cases, java, testing, css. Delivered projects with focus on kafka and collaboration. Comfortable with scrum.","We are hiring a Mid PM professional. Must have: requirements, planning, stakeholders. Nice to have: communication, roadmap.",PM,Mid,1
RS01647,"3+ years experience; key skills: ci/cd, kubernetes, linux, kafka. Delivered projects with focus on linux and collaboration. Comfortable with agile.","We are hiring a Mid DevOps professional. Must have: linux, ci/cd, containers. Nice to have: kubernetes, terraform.",DevOps,Mid,0
RS01648,"5+ years experience; key skills: statistics, ci/cd, tableau, tableau, html, python. Delivered projects with focus on ci/cd and collaboration. Comfortable with documentation.","We are hiring a Mid Data professional. Must have: python, sql, statistics. Nice to have: pandas, numpy.",Data,Mid,0
RS01649,"9+ years experience; key skills: testing, bug-tracking, cypress, ci/cd, selenium, monitoring, scrum, regression. Delivered projects with focus on scrum and collaboration. Comfortable with scrum.","We are hiring a Senior QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: jira, selenium.",QA,Senior,1
RS01650,"7+ years experience; key skills: kafka, pytest, ci/cd, javascript, spring. Delivered projects with focus on pytest and collaboration. Comfortable with agile.","We are hiring a Senior Backend professional. Must have: java, rest, databases. Nice to have: aws, kafka.",Backend,Senior,0
RS01651,"7+ years experience; key skills: test-cases, ui, cypress, etl, ci/cd, api-testing. Delivered projects with focus on cypress and collaboration. Comfortable with code reviews.","We are hiring a Senior PM professional. Must have: requirements, planning, stakeholders. Nice to have: backlog, communication.",PM,Senior,0
RS01652,"2+ years experience; key skills: bash, javascript, agile, postgres, statistics. Delivered projects with focus on statistics and collaboration. Comfortable with scrum.","We are hiring a Mid Backend professional. Must have: java, rest, databases. Nice to have: microservices, docker.",Backend,Mid,0
RS01653,"5+ years experience; key skills: statistics, python, sql, html, react, test-cases, databases, ci/cd. Delivered projects with focus on test-cases and collaboration. Comfortable with code reviews.","We are hiring a Mid Data professional. Must have: python, sql, statistics. Nice to have: pandas, etl.",Data,Mid,1
RS01654,"10+ years experience; key skills: ci/cd, docker, jira, aws, regression. Delivered projects with focus on docker and collaboration. Comfortable with code reviews.","We are hiring a Senior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: kubernetes, monitoring.",DevOps,Senior,0
RS01655,"8+ years experience; key skills: css, html, accessibility, scrum, terraform. Delivered projects with focus on terraform and collaboration. Comfortable with code reviews.","We are hiring a Senior Frontend professional. Must have: javascript, html, css. Nice to have: webpack, react.",Frontend,Senior,1
RS01656,"0+ years experience; key skills: python, statistics, sql, java, webpack, databases, html, stakeholders. Delivered projects with focus on databases and collaboration. Comfortable with scrum.","We are hiring a Junior Data professional. Must have: python, sql, statistics. Nice to have: pandas, aws.",Data,Junior,1
RS01657,"2+ years experience; key skills: metrics, terraform, java, backlog, jira. Delivered projects with focus on terraform and collaboration. Comfortable with documentation.","We are hiring a Junior Backend professional. Must have: java, rest, databases. Nice to have: postgres, kafka.",Backend,Junior,0
RS01658,"2+ years experience; key skills: test-cases, testing, bug-tracking, communication, api-testing, stakeholders, docker. Delivered projects with focus on communication and collaboration. Comfortable with scrum.","We are hiring a Junior QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: pytest, jira.",QA,Junior,1
RS01659,"3+ years experience; key skills: rest, java, stakeholders, jira, accessibility, bug-tracking, selenium. Delivered projects with focus on bug-tracking and collaboration. Comfortable with scrum.","We are hiring a Mid Backend professional. Must have: java, rest, databases. Nice to have: aws, spring.",Backend,Mid,1
RS01660,"5+ years experience; key skills: html, javascript, react, kafka, metrics, agile. Delivered projects with focus on metrics and collaboration. Comfortable with scrum.","We are hiring a Senior Frontend professional. Must have: javascript, html, css. Nice to have: testing, accessibility.",Frontend,Senior,1
RS01661,"0+ years experience; key skills: regression, test-cases, javascript, numpy. Delivered projects with focus on javascript and collaboration. Comfortable with scrum.","We are hiring a Junior Data professional. Must have: python, sql, statistics. Nice to have: tableau, etl.",Data,Junior,0
RS01662,"4+ years experience; key skills: java, databases, react, stakeholders, jira, testing, typescript. Delivered projects with focus on jira and collaboration. Comfortable with agile.","We are hiring a Mid Backend professional. Must have: java, rest, databases. Nice to have: docker, spring.",Backend,Mid,1
RS01663,"8+ years experience; key skills: css, javascript, java, databases, aws, docker, terraform, scikit-learn. Delivered projects with focus on java and collaboration. Comfortable with agile.","We are hiring a Senior Frontend professional. Must have: javascript, html, css. Nice to have: typescript, testing.",Frontend,Senior,1
RS01664,"5+ years experience; key skills: html, javascript, agile, typescript, typescript, testing, sql. Delivered projects with focus on typescript and collaboration. Comfortable with documentation.","We are hiring a Senior Frontend professional. Must have: javascript, html, css. Nice to have: ui, webpack.",Frontend,Senior,1
RS01665,"4+ years experience; key skills: requirements, stakeholders, python, react, kubernetes. Delivered projects with focus on python and collaboration. Comfortable with code reviews.","We are hiring a Mid PM professional. Must have: requirements, planning, stakeholders. Nice to have: metrics, communication.",PM,Mid,1
RS01666,"5+ years experience; key skills: planning, requirements, selenium, docker, cypress. Delivered projects with focus on cypress and collaboration. Comfortable with scrum.","We are hiring a Mid PM professional. Must have: requirements, planning, stakeholders. Nice to have: backlog, metrics.",PM,Mid,1
RS01667,"10+ years experience; key skills: css, javascript, html, kafka, cypress, spring. Delivered projects with focus on kafka and collaboration. Comfortable with agile.","We are hiring a Senior Frontend professional. Must have: javascript, html, css. Nice to have: webpack, testing.",Frontend,Senior,1
RS01668,"2+ years experience; key skills: sql, python, scikit-learn, bug-tracking, linux, css, metrics. Delivered projects with focus on linux and collaboration. Comfortable with scrum.","We are hiring a Junior Data professional. Must have: python, sql, statistics. Nice to have: tableau, aws.",Data,Junior,1
RS01669,"7+ years experience; key skills: java, rest, databases, testing, scikit-learn, api-testing. Delivered projects with focus on api-testing and collaboration. Comfortable with agile.","We are hiring a Senior Backend professional. Must have: java, rest, databases. Nice to have: spring, kafka.",Backend,Senior,1
RS01670,"3+ years experience; key skills: databases, rest, spring, roadmap, pandas, kafka, ui, java. Delivered projects with focus on roadmap and collaboration. Comfortable with scrum.","We are hiring a Mid Backend professional. Must have: java, rest, databases. Nice to have: aws, spring.",Backend,Mid,1
RS01671,"2+ years experience; key skills: containers, ci/cd, linux, statistics, react, sql. Delivered projects with focus on react and collaboration. Comfortable with agile.","We are hiring a Junior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: kubernetes, terraform.",DevOps,Junior,1
RS01672,"4+ years experience; key skills: tableau, docker, postgres. Delivered projects with focus on tableau and collaboration. Comfortable with scrum.","We are hiring a Mid Backend professional. Must have: java, rest, databases. Nice to have: spring, aws.",Backend,Mid,0
RS01673,"0+ years experience; key skills: planning, regression, html, kubernetes, etl, communication. Delivered projects with focus on etl and collaboration. Comfortable with scrum.","We are hiring a Junior PM professional. Must have: requirements, planning, stakeholders. Nice to have: communication, roadmap.",PM,Junior,0
RS01674,"0+ years experience; key skills: css, javascript, java, selenium, numpy, tableau, docker. Delivered projects with focus on tableau and collaboration. Comfortable with scrum.","We are hiring a Junior Frontend professional. Must have: javascript, html, css. Nice to have: react, accessibility.",Frontend,Junior,1
RS01675,"0+ years experience; key skills: stakeholders, backlog, rest, selenium, cypress. Delivered projects with focus on backlog and collaboration. Comfortable with agile.","We are hiring a Junior PM professional. Must have: requirements, planning, stakeholders. Nice to have: scrum, communication.",PM,Junior,0
RS01676,"6+ years experience; key skills: css, html, accessibility, containers, backlog, metrics, ci/cd, ui. Delivered projects with focus on ci/cd and collaboration. Comfortable with scrum.","We are hiring a Senior Frontend professional. Must have: javascript, html, css. Nice to have: testing, typescript.",Frontend,Senior,1
RS01677,"3+ years experience; key skills: javascript, agile, backlog, api-testing. Delivered projects with focus on agile and collaboration. Comfortable with agile.","We are hiring a Mid PM professional. Must have: requirements, planning, stakeholders. Nice to have: roadmap, scrum.",PM,Mid,0
RS01678,"10+ years experience; key skills: jira, kubernetes, numpy, api-testing, databases, stakeholders. Delivered projects with focus on numpy and collaboration. Comfortable with documentation.","We are hiring a Senior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: aws, docker.",DevOps,Senior,0
RS01679,"8+ years experience; key skills: sql, regression, linux, monitoring, html, roadmap. Delivered projects with focus on html and collaboration. Comfortable with code reviews.","We are hiring a Senior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: monitoring, kubernetes.",DevOps,Senior,0
RS01680,"10+ years experience; key skills: containers, test-cases, accessibility, jira, regression, pandas, docker. Delivered projects with focus on pandas and collaboration. Comfortable with agile.","We are hiring a Senior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: terraform, docker.",DevOps,Senior,0
RS01681,"10+ years experience; key skills: microservices, docker, ci/cd, javascript, containers, testing. Delivered projects with focus on docker and collaboration. Comfortable with scrum.","We are hiring a Senior QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: jira, api-testing.",QA,Senior,0
RS01682,"2+ years experience; key skills: ci/cd, linux, containers, tableau, css, docker, javascript. Delivered projects with focus on javascript and collaboration. Comfortable with scrum.","We are hiring a Mid DevOps professional. Must have: linux, ci/cd, containers. Nice to have: monitoring, docker.",DevOps,Mid,1
RS01683,"9+ years experience; key skills: stakeholders, requirements, planning, webpack, monitoring, roadmap. Delivered projects with focus on monitoring and collaboration. Comfortable with scrum.","We are hiring a Senior PM professional. Must have: requirements, planning, stakeholders. Nice to have: roadmap, agile.",PM,Senior,1
RS01684,"1+ years experience; key skills: typescript, linux, aws, monitoring, numpy, databases. Delivered projects with focus on numpy and collaboration. Comfortable with agile.","We are hiring a Junior Data professional. Must have: python, sql, statistics. Nice to have: scikit-learn, aws.",Data,Junior,0
RS01685,"4+ years experience; key skills: statistics, sql, accessibility, communication, numpy, testing, typescript. Delivered projects with focus on numpy and collaboration. Comfortable with code reviews.","We are hiring a Mid Data professional. Must have: python, sql, statistics. Nice to have: scikit-learn, etl.",Data,Mid,1
RS01686,"4+ years experience; key skills: ci/cd, metrics, stakeholders, docker, tableau, python. Delivered projects with focus on stakeholders and collaboration. Comfortable with scrum.","We are hiring a Mid DevOps professional. Must have: linux, ci/cd, containers. Nice to have: kubernetes, aws.",DevOps,Mid,0
RS01687,"4+ years experience; key skills: statistics, linux, terraform, containers, backlog. Delivered projects with focus on containers and collaboration. Comfortable with agile.","We are hiring a Mid Data professional. Must have: python, sql, statistics. Nice to have: pandas, numpy.",Data,Mid,0
RS01688,"2+ years experience; key skills: javascript, statistics, spring, css, tableau, cypress. Delivered projects with focus on cypress and collaboration. Comfortable with agile.","We are hiring a Mid Frontend professional. Must have: javascript, html, css. Nice to have: testing, ui.",Frontend,Mid,0
